log_id,timestamp,user,source_ip,event_type,status,bytes_transferred,label
LOG100268,2026-01-07 09:31:09,svc_monitor,10.0.1.6,PRIVILEGE_CHANGE,SUCCESS,2129,0
LOG100269,2026-01-07 09:55:39,user_1,10.0.1.7,FILE_WRITE,FAILED,1867,0
LOG100270,2026-01-07 10:12:00,user_1,10.0.1.18,API_CALL,SUCCESS,3511,0
LOG100271,2026-01-07 10:13:52,user_38,10.0.1.29,LOGOUT,SUCCESS,1780,0
LOG100272,2026-01-07 10:22:50,user_19,10.0.1.11,API_CALL,FAILED,2119,0
LOG100273,2026-01-07 10:42:28,user_38,10.0.1.20,FILE_WRITE,SUCCESS,2288,0
LOG100274,2026-01-07 11:07:20,user_39,10.0.1.14,CONFIG_CHANGE,SUCCESS,2412,0
LOG100275,2026-01-07 11:15:38,user_13,10.0.1.27,PRIVILEGE_CHANGE,SUCCESS,3810,0
LOG100276,2026-01-07 11:53:37,user_27,10.0.1.29,FILE_ACCESS,FAILED,2515,0
LOG100277,2026-01-07 11:55:33,user_3,10.0.1.25,FILE_ACCESS,SUCCESS,2070,0
LOG100278,2026-01-07 12:04:43,svc_deploy,10.0.1.10,FILE_WRITE,SUCCESS,404,0
LOG100279,2026-01-07 12:19:53,user_22,10.0.1.4,PRIVILEGE_CHANGE,SUCCESS,2343,0
LOG100280,2026-01-07 12:37:26,user_21,10.0.1.4,FILE_WRITE,SUCCESS,2780,0
LOG100281,2026-01-07 12:38:13,user_31,10.0.1.3,FILE_ACCESS,FAILED,1282,0
LOG100282,2026-01-07 12:54:02,user_24,10.0.1.7,CONFIG_CHANGE,FAILED,2023,0
LOG100283,2026-01-07 12:59:30,user_9,10.0.1.13,LOGIN,FAILED,1009,0
LOG100284,2026-01-07 13:01:59,user_5,10.0.1.3,DB_QUERY,FAILED,1384,0
LOG100285,2026-01-07 13:16:40,user_34,10.0.1.10,FILE_ACCESS,SUCCESS,1807,0
LOG100286,2026-01-07 13:19:40,user_12,10.0.1.29,FILE_ACCESS,SUCCESS,1725,0
LOG100287,2026-01-07 13:31:17,user_17,10.0.1.17,CONFIG_CHANGE,SUCCESS,2697,0
LOG100288,2026-01-07 13:41:47,user_26,10.0.1.17,LOGIN,SUCCESS,1590,0
LOG100289,2026-01-07 13:53:27,user_30,10.0.1.9,CONFIG_CHANGE,SUCCESS,1006,0
LOG100290,2026-01-07 14:07:55,user_4,10.0.1.19,FILE_ACCESS,FAILED,1422,0
LOG100291,2026-01-07 14:31:10,user_8,10.0.1.23,LOGIN,FAILED,2614,0
LOG100292,2026-01-07 14:41:42,svc_backup,10.0.1.13,PRIVILEGE_CHANGE,SUCCESS,3072,0
LOG100293,2026-01-07 14:55:47,user_27,10.0.1.22,DB_QUERY,SUCCESS,2001,0
LOG100294,2026-01-07 15:14:18,user_22,10.0.1.15,FILE_WRITE,SUCCESS,1371,0
LOG100295,2026-01-07 16:03:25,user_38,10.0.1.18,CONFIG_CHANGE,FAILED,1584,0
LOG100296,2026-01-07 16:15:55,user_23,10.0.1.3,API_CALL,SUCCESS,747,0
LOG100297,2026-01-07 16:30:57,user_24,10.0.1.13,FILE_WRITE,SUCCESS,1911,0
LOG100298,2026-01-07 16:34:07,user_24,10.0.1.24,LOGOUT,SUCCESS,2203,0
LOG100299,2026-01-07 16:41:09,user_32,10.0.1.11,API_CALL,SUCCESS,1924,0
LOG100300,2026-01-07 17:48:08,user_17,10.0.1.23,LOGIN,SUCCESS,2522,0
LOG100301,2026-01-07 19:09:01,user_11,10.0.1.18,API_CALL,SUCCESS,1147,0
LOG100302,2026-01-07 23:21:05,user_24,203.0.113.12,PRIVILEGE_CHANGE,SUCCESS,1705,1
LOG100303,2026-01-08 00:15:44,user_7,10.0.1.17,LOGIN,FAILED,1656,1
LOG100304,2026-01-08 05:22:59,user_22,10.0.1.5,DB_QUERY,SUCCESS,2883,0
LOG100305,2026-01-08 07:07:38,user_26,10.0.1.15,API_CALL,SUCCESS,3022,0
LOG100306,2026-01-08 07:36:56,svc_deploy,10.0.1.11,PRIVILEGE_CHANGE,SUCCESS,640,0
LOG100307,2026-01-08 07:52:08,user_10,10.0.1.24,PRIVILEGE_CHANGE,SUCCESS,3132,0
LOG100308,2026-01-08 08:04:05,user_30,10.0.1.3,FILE_ACCESS,SUCCESS,1099,0
LOG100309,2026-01-08 08:10:51,user_15,10.0.1.28,FILE_ACCESS,SUCCESS,1222,0
LOG100310,2026-01-08 10:53:00,user_39,10.0.1.26,FILE_WRITE,SUCCESS,4259,0
LOG100311,2026-01-08 11:18:22,user_9,10.0.1.15,LOGOUT,SUCCESS,2705,0
LOG100312,2026-01-08 11:23:34,user_24,10.0.1.2,FILE_WRITE,FAILED,2147,0
LOG100313,2026-01-08 11:39:53,user_5,10.0.1.22,DB_QUERY,SUCCESS,874,0
LOG100314,2026-01-08 11:53:41,user_4,10.0.1.7,CONFIG_CHANGE,SUCCESS,3219,0
LOG100315,2026-01-08 12:13:05,user_12,10.0.1.11,PRIVILEGE_CHANGE,FAILED,1158,0
LOG100316,2026-01-08 12:13:24,user_1,10.0.1.5,API_CALL,SUCCESS,1841,0
LOG100317,2026-01-08 12:17:30,user_37,10.0.1.2,LOGOUT,SUCCESS,3125,0
LOG100318,2026-01-08 12:19:15,user_14,10.0.1.17,PRIVILEGE_CHANGE,SUCCESS,1281,0
LOG100319,2026-01-08 12:22:40,user_11,10.0.1.20,LOGIN,SUCCESS,1966,0
LOG100320,2026-01-08 12:31:50,user_18,10.0.1.2,FILE_ACCESS,FAILED,2834,0
LOG100321,2026-01-08 12:44:01,user_6,10.0.1.7,DB_QUERY,SUCCESS,1644,0
LOG100322,2026-01-08 13:02:50,user_33,10.0.1.17,DB_QUERY,SUCCESS,1895,0
LOG100323,2026-01-08 13:38:04,user_22,10.0.1.22,FILE_ACCESS,SUCCESS,2462,0
LOG100324,2026-01-08 13:45:28,user_22,10.0.1.20,FILE_WRITE,SUCCESS,2779,0
LOG100325,2026-01-08 13:52:58,user_30,10.0.1.7,CONFIG_CHANGE,FAILED,1813,0
LOG100326,2026-01-08 13:53:23,user_1,10.0.1.27,FILE_WRITE,SUCCESS,2312,0
LOG100327,2026-01-08 14:26:36,user_4,10.0.1.9,FILE_ACCESS,SUCCESS,3207,0
LOG100328,2026-01-08 14:47:30,user_19,10.0.1.2,CONFIG_CHANGE,SUCCESS,1443,0
LOG100329,2026-01-08 14:51:14,user_23,10.0.1.12,FILE_WRITE,FAILED,5,0
LOG100330,2026-01-08 14:53:43,user_3,10.0.1.7,LOGOUT,SUCCESS,2666,0
LOG100331,2026-01-08 14:54:49,user_14,10.0.1.15,FILE_ACCESS,SUCCESS,2314,0
LOG100332,2026-01-08 15:00:10,user_28,10.0.1.22,LOGOUT,SUCCESS,1871,0
LOG100333,2026-01-08 15:47:59,user_2,10.0.1.6,FILE_ACCESS,SUCCESS,1050,0
LOG100334,2026-01-08 15:56:05,user_1,10.0.1.8,FILE_ACCESS,SUCCESS,1040,0
LOG100335,2026-01-08 16:03:45,user_34,10.0.1.3,LOGOUT,FAILED,3464,0
LOG100336,2026-01-08 16:17:01,user_13,10.0.1.13,LOGIN,SUCCESS,743,0
LOG100337,2026-01-08 16:18:29,user_28,10.0.1.2,CONFIG_CHANGE,SUCCESS,1050,0
LOG100338,2026-01-08 16:57:25,user_30,10.0.1.23,API_CALL,SUCCESS,2074,0
LOG100339,2026-01-08 17:15:00,user_16,10.0.1.18,FILE_WRITE,FAILED,1031,0
LOG100340,2026-01-08 17:22:41,user_20,10.0.1.15,FILE_WRITE,FAILED,1572,0
LOG100341,2026-01-08 17:30:57,user_9,10.0.1.13,PRIVILEGE_CHANGE,SUCCESS,2537,0
LOG100342,2026-01-08 18:47:08,user_14,10.0.1.28,LOGIN,SUCCESS,3517,0
LOG100343,2026-01-08 20:13:15,svc_monitor,10.0.1.25,LOGOUT,SUCCESS,1624,0
LOG100344,2026-01-08 21:19:10,user_34,10.0.1.5,FILE_ACCESS,SUCCESS,2661,0
LOG100345,2026-01-08 21:27:08,user_20,10.0.1.20,DB_QUERY,SUCCESS,1486,0
LOG100346,2026-01-08 23:22:28,user_15,10.0.1.4,LOGIN,FAILED,2919,1
LOG100347,2026-01-08 23:32:54,user_38,10.0.1.17,FILE_ACCESS,SUCCESS,45318,1
LOG100348,2026-01-09 02:52:24,user_25,10.0.1.22,PRIVILEGE_CHANGE,SUCCESS,2388,1
LOG100349,2026-01-09 07:04:11,user_1,10.0.1.7,API_CALL,SUCCESS,2068,0
LOG100350,2026-01-09 07:28:08,user_3,10.0.1.28,FILE_WRITE,SUCCESS,1427,0
LOG100351,2026-01-09 07:43:45,user_33,10.0.1.17,DB_QUERY,SUCCESS,2238,0
LOG100352,2026-01-09 08:33:15,user_40,10.0.1.8,LOGOUT,SUCCESS,2229,0
LOG100353,2026-01-09 08:48:35,user_4,10.0.1.23,LOGIN,SUCCESS,1598,0
LOG100354,2026-01-09 08:51:52,user_3,10.0.1.5,LOGIN,SUCCESS,1022,0
LOG100355,2026-01-09 08:53:39,user_28,10.0.1.2,LOGIN,SUCCESS,1927,0
LOG100356,2026-01-09 09:12:20,user_21,10.0.1.4,API_CALL,SUCCESS,1550,0
LOG100357,2026-01-09 09:13:34,svc_backup,10.0.1.3,LOGIN,FAILED,1950,0
LOG100358,2026-01-09 09:26:08,user_37,10.0.1.21,LOGOUT,SUCCESS,1594,0
LOG100359,2026-01-09 10:21:49,user_9,10.0.1.14,LOGOUT,FAILED,3027,0
LOG100360,2026-01-09 10:24:06,user_9,10.0.1.23,FILE_WRITE,SUCCESS,1589,0
LOG100361,2026-01-09 10:41:56,user_2,10.0.1.2,FILE_WRITE,SUCCESS,4118,0
LOG100362,2026-01-09 11:12:33,user_34,10.0.1.5,FILE_ACCESS,SUCCESS,1073,0
LOG100363,2026-01-09 11:17:08,user_29,10.0.1.19,API_CALL,SUCCESS,3834,0
LOG100364,2026-01-09 11:31:05,user_38,10.0.1.4,LOGOUT,SUCCESS,2336,0
LOG100365,2026-01-09 11:32:15,user_24,10.0.1.14,LOGOUT,FAILED,1507,0
LOG100366,2026-01-09 11:49:17,user_17,10.0.1.6,DB_QUERY,SUCCESS,1061,0
LOG100367,2026-01-09 12:02:55,user_29,10.0.1.28,LOGIN,SUCCESS,1007,0
LOG100368,2026-01-09 12:25:10,user_38,10.0.1.11,LOGOUT,SUCCESS,1241,0
LOG100369,2026-01-09 12:25:57,user_12,10.0.1.22,API_CALL,SUCCESS,2011,0
LOG100370,2026-01-09 12:27:00,user_17,10.0.1.3,LOGOUT,FAILED,2161,0
LOG100371,2026-01-09 12:59:45,user_10,10.0.1.4,PRIVILEGE_CHANGE,SUCCESS,1733,0
LOG100372,2026-01-09 13:16:33,user_24,10.0.1.28,DB_QUERY,FAILED,2513,0
LOG100373,2026-01-09 13:43:00,user_10,10.0.1.28,API_CALL,SUCCESS,2739,0
LOG100374,2026-01-09 13:58:38,svc_backup,10.0.1.2,DB_QUERY,SUCCESS,3064,0
LOG100375,2026-01-09 14:04:28,user_37,10.0.1.8,DB_QUERY,FAILED,2698,0
LOG100376,2026-01-09 14:05:04,user_5,10.0.1.19,CONFIG_CHANGE,SUCCESS,1501,0
LOG100377,2026-01-09 14:10:58,user_34,10.0.1.13,CONFIG_CHANGE,SUCCESS,1839,0
LOG100378,2026-01-09 14:31:49,user_15,10.0.1.8,CONFIG_CHANGE,FAILED,2088,0
LOG100379,2026-01-09 14:40:28,user_4,10.0.1.18,FILE_ACCESS,SUCCESS,1308,0
LOG100380,2026-01-09 15:01:39,user_23,10.0.1.15,API_CALL,SUCCESS,2359,0
LOG100381,2026-01-09 16:06:55,user_39,10.0.1.19,LOGIN,SUCCESS,1602,0
LOG100382,2026-01-09 16:09:00,svc_deploy,10.0.1.21,FILE_WRITE,SUCCESS,2168,0
LOG100383,2026-01-09 23:41:44,user_16,10.0.1.18,PRIVILEGE_CHANGE,SUCCESS,1345,1
LOG100384,2026-01-10 00:02:27,user_17,203.0.113.3,PRIVILEGE_CHANGE,SUCCESS,1790,1
LOG100385,2026-01-10 00:04:09,user_21,203.0.113.9,API_CALL,SUCCESS,583,1
LOG100386,2026-01-10 03:02:40,user_24,10.0.1.23,LOGIN,FAILED,2393,1
LOG100387,2026-01-10 03:05:26,user_12,203.0.113.7,API_CALL,SUCCESS,2506,1
LOG100388,2026-01-10 03:32:42,user_26,203.0.113.2,API_CALL,SUCCESS,2284,1
LOG100389,2026-01-10 03:51:25,user_29,203.0.113.3,API_CALL,SUCCESS,1603,1
LOG100390,2026-01-10 05:29:40,user_1,10.0.1.14,DB_QUERY,SUCCESS,2203,0
LOG100391,2026-01-10 07:59:23,user_9,10.0.1.18,FILE_WRITE,SUCCESS,2075,0
LOG100392,2026-01-10 08:45:33,user_37,10.0.1.2,PRIVILEGE_CHANGE,SUCCESS,1621,0
LOG100393,2026-01-10 09:29:48,user_16,10.0.1.21,FILE_ACCESS,SUCCESS,1583,0
LOG100394,2026-01-10 09:34:49,user_7,10.0.1.22,API_CALL,SUCCESS,1878,0
LOG100395,2026-01-10 10:14:01,user_39,10.0.1.12,API_CALL,SUCCESS,1677,0
LOG100396,2026-01-10 10:26:05,user_27,10.0.1.21,PRIVILEGE_CHANGE,SUCCESS,1971,0
LOG100397,2026-01-10 10:29:01,user_32,10.0.1.7,FILE_WRITE,SUCCESS,2616,0
LOG100398,2026-01-10 10:40:24,user_14,10.0.1.6,DB_QUERY,SUCCESS,1820,0
LOG100399,2026-01-10 11:01:11,svc_deploy,10.0.1.27,FILE_ACCESS,SUCCESS,1594,0
LOG100400,2026-01-10 11:05:03,user_18,10.0.1.25,LOGIN,FAILED,170,0
LOG100401,2026-01-10 11:09:46,user_11,10.0.1.28,FILE_WRITE,FAILED,419,0
LOG100402,2026-01-10 11:14:00,user_26,10.0.1.17,LOGOUT,SUCCESS,1464,0
LOG100403,2026-01-10 11:27:22,user_4,10.0.1.29,PRIVILEGE_CHANGE,SUCCESS,1101,0
LOG100404,2026-01-10 11:30:05,user_27,10.0.1.18,FILE_WRITE,FAILED,1483,0
LOG100405,2026-01-10 11:58:22,user_7,10.0.1.7,CONFIG_CHANGE,SUCCESS,2001,0
LOG100406,2026-01-10 12:07:23,user_11,10.0.1.11,PRIVILEGE_CHANGE,SUCCESS,3177,0
LOG100407,2026-01-10 12:19:04,user_1,10.0.1.8,FILE_ACCESS,FAILED,1468,0
LOG100408,2026-01-10 12:24:02,user_38,10.0.1.16,API_CALL,SUCCESS,1204,0
LOG100409,2026-01-10 13:09:19,user_36,10.0.1.3,PRIVILEGE_CHANGE,FAILED,1358,0
LOG100410,2026-01-10 13:19:31,user_14,10.0.1.14,API_CALL,SUCCESS,3031,0
LOG100411,2026-01-10 13:27:05,user_20,10.0.1.17,LOGIN,SUCCESS,2829,0
LOG100412,2026-01-10 13:35:57,user_24,10.0.1.28,API_CALL,SUCCESS,607,0
LOG100413,2026-01-10 13:50:17,svc_backup,10.0.1.6,LOGOUT,SUCCESS,3413,0
LOG100414,2026-01-10 14:01:05,user_5,10.0.1.29,LOGIN,FAILED,1966,0
LOG100415,2026-01-10 14:24:23,user_13,10.0.1.4,CONFIG_CHANGE,SUCCESS,2411,0
LOG100416,2026-01-10 14:32:08,svc_monitor,10.0.1.21,CONFIG_CHANGE,FAILED,2448,0
LOG100417,2026-01-10 15:10:38,user_34,10.0.1.13,PRIVILEGE_CHANGE,SUCCESS,2690,0
LOG100418,2026-01-10 15:18:33,user_25,10.0.1.13,LOGIN,SUCCESS,3451,0
LOG100419,2026-01-10 15:32:12,svc_backup,10.0.1.20,CONFIG_CHANGE,FAILED,1955,0
LOG100420,2026-01-10 15:58:38,user_15,10.0.1.19,FILE_ACCESS,SUCCESS,1593,0
LOG100421,2026-01-10 15:59:32,user_23,10.0.1.29,DB_QUERY,SUCCESS,938,0
LOG100422,2026-01-10 16:22:12,user_1,10.0.1.29,DB_QUERY,SUCCESS,1458,0
LOG100423,2026-01-10 16:33:08,svc_deploy,10.0.1.19,API_CALL,SUCCESS,3467,0
LOG100424,2026-01-10 16:42:24,user_34,10.0.1.19,CONFIG_CHANGE,SUCCESS,2735,0
LOG100425,2026-01-10 17:05:08,user_6,10.0.1.19,CONFIG_CHANGE,SUCCESS,2739,0
LOG100426,2026-01-10 18:23:50,user_10,10.0.1.20,PRIVILEGE_CHANGE,FAILED,2288,0
LOG100427,2026-01-10 19:36:53,user_33,10.0.1.25,FILE_WRITE,FAILED,2832,0
LOG100428,2026-01-10 19:41:11,svc_deploy,10.0.1.13,FILE_ACCESS,SUCCESS,2887,0
LOG100429,2026-01-10 20:01:06,user_16,10.0.1.26,FILE_ACCESS,SUCCESS,535,0
LOG100430,2026-01-11 00:14:16,user_28,10.0.1.20,FILE_ACCESS,SUCCESS,65727,1
LOG100431,2026-01-11 01:56:36,user_5,203.0.113.1,LOGIN,FAILED,2267,1
LOG100432,2026-01-11 01:58:25,user_20,10.0.1.18,FILE_ACCESS,SUCCESS,78793,1
LOG100433,2026-01-11 02:04:57,user_14,10.0.1.27,PRIVILEGE_CHANGE,SUCCESS,2394,1
LOG100434,2026-01-11 02:46:04,user_25,203.0.113.9,API_CALL,SUCCESS,2880,1
LOG100435,2026-01-11 03:16:07,user_27,10.0.1.19,FILE_ACCESS,SUCCESS,54056,1
LOG100436,2026-01-11 04:20:39,user_37,10.0.1.19,FILE_ACCESS,SUCCESS,2602,1
LOG100437,2026-01-11 09:00:28,user_10,10.0.1.22,CONFIG_CHANGE,SUCCESS,1125,0
LOG100438,2026-01-11 09:34:47,user_15,10.0.1.13,LOGOUT,SUCCESS,2532,0
LOG100439,2026-01-11 09:41:49,user_23,10.0.1.25,CONFIG_CHANGE,SUCCESS,1165,0
LOG100440,2026-01-11 10:31:50,user_2,10.0.1.9,LOGOUT,SUCCESS,1783,0
LOG100441,2026-01-11 10:51:37,svc_deploy,10.0.1.6,FILE_ACCESS,SUCCESS,779,0
LOG100442,2026-01-11 10:51:37,user_24,10.0.1.22,LOGIN,SUCCESS,993,0
LOG100443,2026-01-11 11:03:04,user_5,10.0.1.14,LOGIN,SUCCESS,1821,0
LOG100444,2026-01-11 11:22:26,user_40,10.0.1.19,FILE_ACCESS,SUCCESS,2332,0
LOG100445,2026-01-11 11:39:22,user_29,10.0.1.22,CONFIG_CHANGE,SUCCESS,3056,0
LOG100446,2026-01-11 12:11:59,user_13,10.0.1.17,API_CALL,SUCCESS,1969,0
LOG100447,2026-01-11 12:14:28,svc_monitor,10.0.1.21,FILE_WRITE,SUCCESS,1388,0
LOG100448,2026-01-11 12:16:50,user_14,10.0.1.14,FILE_WRITE,SUCCESS,2539,0
LOG100449,2026-01-11 12:39:17,user_2,10.0.1.3,API_CALL,SUCCESS,1441,0
LOG100450,2026-01-11 12:45:03,user_38,10.0.1.14,LOGOUT,SUCCESS,2771,0
LOG100451,2026-01-11 12:58:59,user_28,10.0.1.19,FILE_ACCESS,SUCCESS,1598,0
LOG100452,2026-01-11 13:08:20,user_24,10.0.1.15,FILE_ACCESS,SUCCESS,2585,0
LOG100453,2026-01-11 13:22:20,user_34,10.0.1.16,LOGOUT,SUCCESS,1661,0
LOG100454,2026-01-11 13:23:02,user_22,10.0.1.3,DB_QUERY,SUCCESS,2808,0
LOG100455,2026-01-11 13:34:18,user_20,10.0.1.17,DB_QUERY,SUCCESS,1856,0
LOG100456,2026-01-11 13:34:30,user_13,10.0.1.25,DB_QUERY,SUCCESS,1271,0
LOG100457,2026-01-11 13:43:10,user_17,10.0.1.20,LOGIN,SUCCESS,2054,0
LOG100458,2026-01-11 13:46:33,user_36,10.0.1.16,DB_QUERY,SUCCESS,2062,0
LOG100459,2026-01-11 13:52:23,user_16,10.0.1.3,LOGIN,FAILED,2557,0
LOG100460,2026-01-11 13:55:46,svc_monitor,10.0.1.15,FILE_WRITE,SUCCESS,2320,0
LOG100461,2026-01-11 14:06:08,user_13,10.0.1.23,FILE_ACCESS,SUCCESS,2761,0
LOG100462,2026-01-11 14:09:49,user_3,10.0.1.2,LOGIN,FAILED,898,0
LOG100463,2026-01-11 14:20:19,user_8,10.0.1.23,LOGOUT,SUCCESS,1470,0
LOG100464,2026-01-11 14:48:33,user_29,10.0.1.3,LOGOUT,SUCCESS,2966,0
LOG100465,2026-01-11 15:14:00,user_3,10.0.1.13,LOGOUT,SUCCESS,1986,0
LOG100466,2026-01-11 15:30:37,user_2,10.0.1.3,FILE_ACCESS,SUCCESS,2409,0
LOG100467,2026-01-11 15:57:23,user_17,10.0.1.4,FILE_WRITE,FAILED,1115,0
LOG100468,2026-01-11 16:10:14,user_28,10.0.1.27,CONFIG_CHANGE,SUCCESS,1989,0
LOG100469,2026-01-11 16:16:37,user_7,10.0.1.13,DB_QUERY,SUCCESS,2396,0
LOG100470,2026-01-11 16:59:25,user_16,10.0.1.17,PRIVILEGE_CHANGE,SUCCESS,2003,0
LOG100471,2026-01-11 17:08:36,user_20,10.0.1.22,LOGOUT,SUCCESS,1278,0
LOG100472,2026-01-11 22:25:36,user_21,10.0.1.24,CONFIG_CHANGE,SUCCESS,1611,0
LOG100473,2026-01-11 23:20:46,user_28,203.0.113.7,LOGIN,FAILED,2168,1
LOG100474,2026-01-12 00:31:29,user_8,10.0.1.22,FILE_ACCESS,SUCCESS,25354,1
LOG100475,2026-01-12 00:57:47,user_35,203.0.113.14,CONFIG_CHANGE,SUCCESS,1765,1
LOG100476,2026-01-12 01:11:26,svc_backup,10.0.1.26,PRIVILEGE_CHANGE,SUCCESS,3033,1
LOG100477,2026-01-12 02:27:40,user_10,203.0.113.6,API_CALL,SUCCESS,1864,1
LOG100478,2026-01-12 02:36:47,user_25,203.0.113.8,LOGIN,FAILED,2924,1
LOG100479,2026-01-12 02:43:50,user_14,203.0.113.6,CONFIG_CHANGE,SUCCESS,1229,1
LOG100480,2026-01-12 02:52:16,user_35,10.0.1.2,PRIVILEGE_CHANGE,SUCCESS,1522,1
LOG100481,2026-01-12 06:51:17,svc_monitor,10.0.1.10,PRIVILEGE_CHANGE,SUCCESS,2127,0
LOG100482,2026-01-12 08:00:46,user_34,10.0.1.8,API_CALL,SUCCESS,1732,0
LOG100483,2026-01-12 08:28:24,user_21,10.0.1.4,LOGOUT,SUCCESS,2573,0
LOG100484,2026-01-12 08:29:03,user_5,10.0.1.29,FILE_WRITE,FAILED,2585,0
LOG100485,2026-01-12 09:16:03,svc_monitor,10.0.1.21,FILE_WRITE,SUCCESS,1713,0
LOG100486,2026-01-12 09:45:01,user_35,10.0.1.11,LOGOUT,FAILED,1440,0
LOG100487,2026-01-12 10:10:25,svc_deploy,10.0.1.24,API_CALL,SUCCESS,1964,0
LOG100488,2026-01-12 10:19:27,svc_monitor,10.0.1.22,PRIVILEGE_CHANGE,SUCCESS,2416,0
LOG100489,2026-01-12 10:52:04,user_26,10.0.1.18,CONFIG_CHANGE,FAILED,415,0
LOG100490,2026-01-12 11:01:14,user_23,10.0.1.16,DB_QUERY,SUCCESS,1605,0
LOG100491,2026-01-12 11:03:37,user_27,10.0.1.4,DB_QUERY,SUCCESS,1076,0
LOG100492,2026-01-12 11:20:24,user_11,10.0.1.20,API_CALL,SUCCESS,2514,0
LOG100493,2026-01-12 11:24:00,user_25,10.0.1.19,LOGOUT,SUCCESS,2161,0
LOG100494,2026-01-12 11:40:52,user_29,10.0.1.3,LOGIN,SUCCESS,2811,0
LOG100495,2026-01-12 11:42:48,user_26,10.0.1.12,FILE_WRITE,SUCCESS,2853,0
LOG100496,2026-01-12 11:44:39,user_29,10.0.1.20,API_CALL,SUCCESS,616,0
LOG100497,2026-01-12 12:49:42,user_11,10.0.1.25,FILE_WRITE,SUCCESS,1771,0
LOG100498,2026-01-12 13:14:04,user_4,10.0.1.12,PRIVILEGE_CHANGE,SUCCESS,1280,0
LOG100499,2026-01-12 13:26:18,user_12,10.0.1.21,PRIVILEGE_CHANGE,SUCCESS,320,0
LOG100500,2026-01-12 13:36:04,user_38,10.0.1.15,API_CALL,SUCCESS,140,0
LOG100501,2026-01-12 13:49:48,user_32,10.0.1.18,LOGOUT,FAILED,3264,0
LOG100502,2026-01-12 14:27:43,user_15,10.0.1.23,CONFIG_CHANGE,SUCCESS,2390,0
LOG100503,2026-01-12 14:29:20,user_12,10.0.1.29,FILE_ACCESS,SUCCESS,2287,0
LOG100504,2026-01-12 14:30:01,user_39,10.0.1.29,FILE_ACCESS,SUCCESS,2794,0
LOG100505,2026-01-12 14:30:51,user_19,10.0.1.15,DB_QUERY,FAILED,1900,0
LOG100506,2026-01-12 14:36:47,user_15,10.0.1.7,CONFIG_CHANGE,SUCCESS,1764,0
LOG100507,2026-01-12 15:00:34,user_37,10.0.1.29,FILE_ACCESS,SUCCESS,2237,0
LOG100508,2026-01-12 15:19:57,user_25,10.0.1.24,PRIVILEGE_CHANGE,SUCCESS,2126,0
LOG100509,2026-01-12 15:24:35,user_11,10.0.1.12,FILE_WRITE,FAILED,2224,0
LOG100510,2026-01-12 16:36:49,user_32,10.0.1.8,API_CALL,SUCCESS,2456,0
LOG100511,2026-01-12 16:56:03,user_18,10.0.1.22,LOGOUT,SUCCESS,2809,0
LOG100512,2026-01-12 17:16:16,user_3,10.0.1.10,FILE_ACCESS,SUCCESS,2105,0
LOG100513,2026-01-12 18:24:34,svc_backup,10.0.1.12,LOGIN,SUCCESS,1648,0
LOG100514,2026-01-12 21:02:36,user_7,10.0.1.6,CONFIG_CHANGE,SUCCESS,2315,0
LOG100515,2026-01-12 23:25:11,svc_monitor,10.0.1.28,FILE_ACCESS,SUCCESS,72441,1
LOG100516,2026-01-12 23:25:25,user_36,203.0.113.12,PRIVILEGE_CHANGE,SUCCESS,1712,1
LOG100517,2026-01-12 23:34:03,user_33,10.0.1.14,FILE_ACCESS,SUCCESS,47082,1
LOG100518,2026-01-13 00:09:07,user_20,10.0.1.9,PRIVILEGE_CHANGE,SUCCESS,1962,1
LOG100519,2026-01-13 00:27:54,svc_monitor,10.0.1.28,LOGIN,FAILED,1635,1
LOG100520,2026-01-13 01:23:32,user_12,10.0.1.28,PRIVILEGE_CHANGE,SUCCESS,2562,1
LOG100521,2026-01-13 01:31:34,user_19,10.0.1.15,LOGIN,FAILED,1918,1
LOG100522,2026-01-13 02:38:26,user_26,10.0.1.29,CONFIG_CHANGE,SUCCESS,1431,1
LOG100523,2026-01-13 03:07:35,user_25,10.0.1.19,CONFIG_CHANGE,SUCCESS,2927,0
LOG100524,2026-01-13 04:18:06,user_9,10.0.1.21,API_CALL,SUCCESS,2547,0
LOG100525,2026-01-13 04:20:59,user_21,10.0.1.29,LOGIN,FAILED,2989,1
LOG100526,2026-01-13 04:43:05,svc_backup,10.0.1.7,FILE_ACCESS,SUCCESS,2478,0
LOG100527,2026-01-13 06:55:11,user_37,10.0.1.5,CONFIG_CHANGE,SUCCESS,1048,0
LOG100528,2026-01-13 06:58:31,user_39,10.0.1.16,LOGOUT,SUCCESS,2025,0
LOG100529,2026-01-13 07:44:25,user_39,10.0.1.28,PRIVILEGE_CHANGE,SUCCESS,2716,0
LOG100530,2026-01-13 08:03:38,user_19,10.0.1.17,FILE_WRITE,SUCCESS,3069,0
LOG100531,2026-01-13 08:09:54,user_12,10.0.1.4,LOGOUT,SUCCESS,2405,0
LOG100532,2026-01-13 08:21:42,user_4,10.0.1.5,PRIVILEGE_CHANGE,FAILED,1624,0
LOG100533,2026-01-13 08:37:38,user_26,10.0.1.21,LOGOUT,SUCCESS,1114,0
LOG100534,2026-01-13 08:43:10,user_39,10.0.1.17,LOGIN,SUCCESS,1307,0
LOG100535,2026-01-13 08:46:35,user_9,10.0.1.8,FILE_ACCESS,SUCCESS,1012,0
